game_num,agent_name,chip_delta,won
261,MCCFRAgent_2,-4,False
262,MCCFRAgent_1,100,True
262,MCCFRAgent_2,-100,False
263,MCCFRAgent_1,5,True
263,MCCFRAgent_2,-5,False
264,MCCFRAgent_1,100,True
264,MCCFRAgent_2,-100,False
265,MCCFRAgent_1,2,True
265,MCCFRAgent_2,-2,False
266,MCCFRAgent_1,2,True
266,MCCFRAgent_2,-2,False
267,MCCFRAgent_1,-1,False
267,MCCFRAgent_2,1,True
268,MCCFRAgent_1,-1,False
268,MCCFRAgent_2,1,True
269,MCCFRAgent_1,-100,False
269,MCCFRAgent_2,100,True
270,MCCFRAgent_1,2,True
270,MCCFRAgent_2,-2,False
271,MCCFRAgent_1,2,True
271,MCCFRAgent_2,-2,False
272,MCCFRAgent_1,2,True
272,MCCFRAgent_2,-2,False
273,MCCFRAgent_1,2,True
273,MCCFRAgent_2,-2,False
274,MCCFRAgent_1,12,True
274,MCCFRAgent_2,-12,False
275,MCCFRAgent_1,100,True
275,MCCFRAgent_2,-100,False
276,MCCFRAgent_1,-1,False
276,MCCFRAgent_2,1,True
277,MCCFRAgent_1,8,True
277,MCCFRAgent_2,-8,False
278,MCCFRAgent_1,2,True
278,MCCFRAgent_2,-2,False
279,MCCFRAgent_1,2,True
279,MCCFRAgent_2,-2,False
280,MCCFRAgent_1,-1,False
280,MCCFRAgent_2,1,True
281,MCCFRAgent_1,-60,False
281,MCCFRAgent_2,60,True
282,MCCFRAgent_1,6,True
282,MCCFRAgent_2,-6,False
283,MCCFRAgent_1,2,True
283,MCCFRAgent_2,-2,False
284,MCCFRAgent_1,100,True
284,MCCFRAgent_2,-100,False
285,MCCFRAgent_1,2,True
285,MCCFRAgent_2,-2,False
286,MCCFRAgent_1,-2,False
286,MCCFRAgent_2,2,True
287,MCCFRAgent_1,-2,False
287,MCCFRAgent_2,2,True
288,MCCFRAgent_1,-1,False
288,MCCFRAgent_2,1,True
289,MCCFRAgent_1,2,True
289,MCCFRAgent_2,-2,False
290,MCCFRAgent_1,2,True
290,MCCFRAgent_2,-2,False
291,MCCFRAgent_1,2,True
291,MCCFRAgent_2,-2,False
292,MCCFRAgent_1,6,True
292,MCCFRAgent_2,-6,False
293,MCCFRAgent_1,-1,False
293,MCCFRAgent_2,1,True
294,MCCFRAgent_1,2,True
294,MCCFRAgent_2,-2,False
295,MCCFRAgent_1,-1,False
295,MCCFRAgent_2,1,True
296,MCCFRAgent_1,-46,False
296,MCCFRAgent_2,46,True
297,MCCFRAgent_1,-100,False
297,MCCFRAgent_2,100,True
298,MCCFRAgent_1,2,True
298,MCCFRAgent_2,-2,False
299,MCCFRAgent_1,-100,False
299,MCCFRAgent_2,100,True
300,MCCFRAgent_1,100,True
300,MCCFRAgent_2,-100,False
301,MCCFRAgent_1,2,True
301,MCCFRAgent_2,-2,False
302,MCCFRAgent_1,100,True
302,MCCFRAgent_2,-100,False
303,MCCFRAgent_1,-4,False
303,MCCFRAgent_2,4,True
304,MCCFRAgent_1,2,True
304,MCCFRAgent_2,-2,False
305,MCCFRAgent_1,2,True
305,MCCFRAgent_2,-2,False
306,MCCFRAgent_1,2,True
306,MCCFRAgent_2,-2,False
307,MCCFRAgent_1,100,True
307,MCCFRAgent_2,-100,False
308,MCCFRAgent_1,2,True
308,MCCFRAgent_2,-2,False
309,MCCFRAgent_1,2,True
309,MCCFRAgent_2,-2,False
310,MCCFRAgent_1,-100,False
310,MCCFRAgent_2,100,True
311,MCCFRAgent_1,2,True
311,MCCFRAgent_2,-2,False
312,MCCFRAgent_1,8,True
312,MCCFRAgent_2,-8,False
313,MCCFRAgent_1,-1,False
313,MCCFRAgent_2,1,True
314,MCCFRAgent_1,-8,False
314,MCCFRAgent_2,8,True
315,MCCFRAgent_1,2,True
315,MCCFRAgent_2,-2,False
316,MCCFRAgent_1,2,True
316,MCCFRAgent_2,-2,False
317,MCCFRAgent_1,2,True
317,MCCFRAgent_2,-2,False
318,MCCFRAgent_1,100,True
318,MCCFRAgent_2,-100,False
319,MCCFRAgent_1,-1,False
319,MCCFRAgent_2,1,True
320,MCCFRAgent_1,-100,False
320,MCCFRAgent_2,100,True
321,MCCFRAgent_1,2,True
321,MCCFRAgent_2,-2,False
322,MCCFRAgent_1,-1,False
322,MCCFRAgent_2,1,True
323,MCCFRAgent_1,2,True
323,MCCFRAgent_2,-2,False
324,MCCFRAgent_1,100,True
324,MCCFRAgent_2,-100,False
325,MCCFRAgent_1,-4,False
325,MCCFRAgent_2,4,True
326,MCCFRAgent_1,2,True
326,MCCFRAgent_2,-2,False
327,MCCFRAgent_1,2,True
327,MCCFRAgent_2,-2,False
328,MCCFRAgent_1,2,True
328,MCCFRAgent_2,-2,False
329,MCCFRAgent_1,-1,False
329,MCCFRAgent_2,1,True
330,MCCFRAgent_1,-1,False
330,MCCFRAgent_2,1,True
331,MCCFRAgent_1,100,True
331,MCCFRAgent_2,-100,False
332,MCCFRAgent_1,-1,False
332,MCCFRAgent_2,1,True
333,MCCFRAgent_1,2,True
333,MCCFRAgent_2,-2,False
334,MCCFRAgent_1,2,True
